"Language","original","german","english","czech","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"lb_ag_admin_flag_uptime","Flag Uptime (Time until the flag is completely down): ","Dauer, bis Flagge am Boden ist: ","Flag Uptime (Time until the flag is completely down): ","Flag Uptime (Time until the flag is completely down): ","Flag Uptime (Time until the flag is completely down): ","Flag Uptime (Time until the flag is completely down): ","Flag Uptime (Time until the flag is completely down): ","Flag Uptime (Time until the flag is completely down): ","Flag Uptime (Time until the flag is completely down): ","Flag Uptime (Time until the flag is completely down): ","Flag Uptime (Time until the flag is completely down): ","Flag Uptime (Time until the flag is completely down): ","Flag Uptime (Time until the flag is completely down): ","Flag Uptime (Time until the flag is completely down): ",
"lb_ag_admin_prevent_unauth_build","Prevent unauthorized players from building in other territiories","Unautorisierten Spielern das Bauen verbieten","Prevent unauthorized players from building in other territiories","Prevent unauthorized players from building in other territiories","Prevent unauthorized players from building in other territiories","Zapobiegaj nieautoryzowanym graczom w budowaniu na innych terytoriach","Prevent unauthorized players from building in other territiories","Prevent unauthorized players from building in other territiories","Prevent unauthorized players from building in other territiories","Prevent unauthorized players from building in other territiories","Prevent unauthorized players from building in other territiories","Prevent unauthorized players from building in other territiories","Prevent unauthorized players from building in other territiories","Prevent unauthorized players from building in other territiories",
"lb_ag_admin_prevent_unauth_list","Items unauthorized players are allowed to place regardless:","Items, die trotzdem platziert werden dürfen:","Items unauthorized players are allowed to place regardless:","Items unauthorized players are allowed to place regardless:","Items unauthorized players are allowed to place regardless:","Przedmioty, które nieupoważnieni gracze mogą umieścić niezależnie:","Items unauthorized players are allowed to place regardless:","Items unauthorized players are allowed to place regardless:","Items unauthorized players are allowed to place regardless:","Items unauthorized players are allowed to place regardless:","Items unauthorized players are allowed to place regardless:","Items unauthorized players are allowed to place regardless:","Items unauthorized players are allowed to place regardless:","Items unauthorized players are allowed to place regardless:",
"lb_ag_admin_remove_item","Remove Item","Item löschen","Remove Item","Remove Item","Remove Item","Usuń element","Remove Item","Remove Item","Remove Item","Remove Item","Remove Item","Remove Item","Remove Item","Remove Item",
"lb_ag_admin_force_in_territory","Force Players to build inside their territory and not anywhere they want","Spieler zwingen in ihrem Territorium zu bauen und nicht überall auf der Karte","Force Players to build inside their territory and not anywhere they want","Force Players to build inside their territory and not anywhere they want","Force Players to build inside their territory and not anywhere they want","Zmuszaj graczy do budowania na swoim terytorium a nie w dowolnym miejscu w którym chcą","Force Players to build inside their territory and not anywhere they want","Force Players to build inside their territory and not anywhere they want","Force Players to build inside their territory and not anywhere they want","Force Players to build inside their territory and not anywhere they want","Force Players to build inside their territory and not anywhere they want","Force Players to build inside their territory and not anywhere they want","Force Players to build inside their territory and not anywhere they want","Force Players to build inside their territory and not anywhere they want",
"lb_ag_admin_force_exceptions","Items players can still place anywhere they want for example Traps, Fireplaces etc.","Items, die trotzdem überall platziert werden können z.B. Fallen oder Feuerstellen etc.","Items players can still place anywhere they want for example Traps, Fireplaces etc.","Items players can still place anywhere they want for example Traps, Fireplaces etc.","Items players can still place anywhere they want for example Traps, Fireplaces etc.","Przedmioty, które gracze nadal mogą umieszczać w dowolnym miejscu, na przykład pułapki, Kominki etc.","Items players can still place anywhere they want for example Traps, Fireplaces etc.","Items players can still place anywhere they want for example Traps, Fireplaces etc.","Items players can still place anywhere they want for example Traps, Fireplaces etc.","Items players can still place anywhere they want for example Traps, Fireplaces etc.","Items players can still place anywhere they want for example Traps, Fireplaces etc.","Items players can still place anywhere they want for example Traps, Fireplaces etc.","Items players can still place anywhere they want for example Traps, Fireplaces etc.","Items players can still place anywhere they want for example Traps, Fireplaces etc.",
"lb_ag_admin_unauth_prevent_build","Prevent Unauthorized Building of Basbuilding Parts","Unautorisierten Spielern das Bauen von Base Objekten verbieten","Prevent Unauthorized Building of Basbuilding Parts","Prevent Unauthorized Building of Basbuilding Parts","Prevent Unauthorized Building of Basbuilding Parts","Zapobiegaj nieautoryzowanemu budowaniu części bazy","Prevent Unauthorized Building of Basbuilding Parts","Prevent Unauthorized Building of Basbuilding Parts","Prevent Unauthorized Building of Basbuilding Parts","Prevent Unauthorized Building of Basbuilding Parts","Prevent Unauthorized Building of Basbuilding Parts","Prevent Unauthorized Building of Basbuilding Parts","Prevent Unauthorized Building of Basbuilding Parts","Prevent Unauthorized Building of Basbuilding Parts",
"lb_ag_admin_unauth_prevent_dismantle","Prevent Unauthorized Dismantling of Basbuilding Parts","Unautorisierten Spielern das Abbauen von Base Objekten verbieten","Prevent Unauthorized Dismantling of Basbuilding Parts","Prevent Unauthorized Dismantling of Basbuilding Parts","Prevent Unauthorized Dismantling of Basbuilding Parts","Zapobiegaj nieautoryzowanemu demontażowi części bazy","Prevent Unauthorized Dismantling of Basbuilding Parts","Prevent Unauthorized Dismantling of Basbuilding Parts","Prevent Unauthorized Dismantling of Basbuilding Parts","Prevent Unauthorized Dismantling of Basbuilding Parts","Prevent Unauthorized Dismantling of Basbuilding Parts","Prevent Unauthorized Dismantling of Basbuilding Parts","Prevent Unauthorized Dismantling of Basbuilding Parts","Prevent Unauthorized Dismantling of Basbuilding Parts",
"lb_ag_admin_unauth_prevent_destroy","Prevent Unauthorized Destroying of Basbuilding Parts","Unautorisierten Spielern das Zerstören von Base Objekten verbieten","Prevent Unauthorized Destroying of Basbuilding Parts","Prevent Unauthorized Destroying of Basbuilding Parts","Prevent Unauthorized Destroying of Basbuilding Parts","Zapobiegaj nieautoryzowanemu niszczeniu części bazy","Prevent Unauthorized Destroying of Basbuilding Parts","Prevent Unauthorized Destroying of Basbuilding Parts","Prevent Unauthorized Destroying of Basbuilding Parts","Prevent Unauthorized Destroying of Basbuilding Parts","Prevent Unauthorized Destroying of Basbuilding Parts","Prevent Unauthorized Destroying of Basbuilding Parts","Prevent Unauthorized Destroying of Basbuilding Parts","Prevent Unauthorized Destroying of Basbuilding Parts",
"lb_ag_admin_lower_on_group_deleted","Lower the Flag to 0% when the owner Group is deleted to start base decay","Flagge auf 0% senken, wenn die Besitzer-Gruppe gelöscht wird, damit die Base zerfällt","Lower the Flag to 0% when the owner Group is deleted to start base decay","Lower the Flag to 0% when the owner Group is deleted to start base decay","Lower the Flag to 0% when the owner Group is deleted to start base decay","Opuść Flagę do 0% gdy grupa właściciela zostanie usunięta, aby rozpocząć rozkład bazy","Lower the Flag to 0% when the owner Group is deleted to start base decay","Lower the Flag to 0% when the owner Group is deleted to start base decay","Lower the Flag to 0% when the owner Group is deleted to start base decay","Lower the Flag to 0% when the owner Group is deleted to start base decay","Lower the Flag to 0% when the owner Group is deleted to start base decay","Lower the Flag to 0% when the owner Group is deleted to start base decay","Lower the Flag to 0% when the owner Group is deleted to start base decay","Lower the Flag to 0% when the owner Group is deleted to start base decay",
"lb_ag_admin_instant_destroy","Instantly destroy the flag when any part of the flag is destroyed","Flagge komplett zerstören, wenn ein Teil abgebaut wird","Instantly destroy the flag when any part of the flag is destroyed","Instantly destroy the flag when any part of the flag is destroyed","Instantly destroy the flag when any part of the flag is destroyed","Natychmiast zniszcz flagę, gdy jakakolwiek jej część zostanie zniszczona","Instantly destroy the flag when any part of the flag is destroyed","Instantly destroy the flag when any part of the flag is destroyed","Instantly destroy the flag when any part of the flag is destroyed","Instantly destroy the flag when any part of the flag is destroyed","Instantly destroy the flag when any part of the flag is destroyed","Instantly destroy the flag when any part of the flag is destroyed","Instantly destroy the flag when any part of the flag is destroyed","Instantly destroy the flag when any part of the flag is destroyed",
"lb_ag_admin_return_flag_kit","Return a Flagpole Kit when the Flag is instantly destroyed","Flaggen-Kit zurückgeben, wenn die Flagge komplett zerstört wird","Return a Flagpole Kit when the Flag is instantly destroyed","Return a Flagpole Kit when the Flag is instantly destroyed","Return a Flagpole Kit when the Flag is instantly destroyed","Zwróć zestaw masztu flagowego, gdy Flaga zostanie natychmiast zniszczona","Return a Flagpole Kit when the Flag is instantly destroyed","Return a Flagpole Kit when the Flag is instantly destroyed","Return a Flagpole Kit when the Flag is instantly destroyed","Return a Flagpole Kit when the Flag is instantly destroyed","Return a Flagpole Kit when the Flag is instantly destroyed","Return a Flagpole Kit when the Flag is instantly destroyed","Return a Flagpole Kit when the Flag is instantly destroyed","Return a Flagpole Kit when the Flag is instantly destroyed",
"lb_ag_admin_allow_enemy_destroy","Allow Enemies to destroy the Flagpole","Gegnern das zerstören von Flaggen erlauben","Allow Enemies to destroy the Flagpole","Allow Enemies to destroy the Flagpole","Allow Enemies to destroy the Flagpole","Pozwól wrogom zniszczyć maszt Flagowy","Allow Enemies to destroy the Flagpole","Allow Enemies to destroy the Flagpole","Allow Enemies to destroy the Flagpole","Allow Enemies to destroy the Flagpole","Allow Enemies to destroy the Flagpole","Allow Enemies to destroy the Flagpole","Allow Enemies to destroy the Flagpole","Allow Enemies to destroy the Flagpole",
"lb_ag_admin_allow_destroy_with_flag","Allow destroying the Flagpole while a Flag is still attached","Zerstören erlauben, wenn Flagge noch gehisst ist","Allow destroying the Flagpole while a Flag is still attached","Allow destroying the Flagpole while a Flag is still attached","Allow destroying the Flagpole while a Flag is still attached","Zezwalaj na zniszczenie masztu flagowego, gdy flaga jest nadal przymocowana","Allow destroying the Flagpole while a Flag is still attached","Allow destroying the Flagpole while a Flag is still attached","Allow destroying the Flagpole while a Flag is still attached","Allow destroying the Flagpole while a Flag is still attached","Allow destroying the Flagpole while a Flag is still attached","Allow destroying the Flagpole while a Flag is still attached","Allow destroying the Flagpole while a Flag is still attached","Allow destroying the Flagpole while a Flag is still attached",
"lb_ag_admin_max_distance_destroy","Max Distance to the base of the Flag to destroy it: ","Maximale Distanz zur Basis der Flagge zum Zerstören: ","Max Distance to the base of the Flag to destroy it: ","Max Distance to the base of the Flag to destroy it: ","Max Distance to the base of the Flag to destroy it: ","Maksymalna odległość do podstawy flagi, aby ją zniszczyć: ","Max Distance to the base of the Flag to destroy it: ","Max Distance to the base of the Flag to destroy it: ","Max Distance to the base of the Flag to destroy it: ","Max Distance to the base of the Flag to destroy it: ","Max Distance to the base of the Flag to destroy it: ","Max Distance to the base of the Flag to destroy it: ","Max Distance to the base of the Flag to destroy it: ","Max Distance to the base of the Flag to destroy it: ",
"lb_ag_admin_instant_build","Instantly build a full flag when the kit is placed down","Flagge komplett bauen, wenn das Kit platziert wird","Instantly build a full flag when the kit is placed down","Instantly build a full flag when the kit is placed down","Instantly build a full flag when the kit is placed down","Natychmiastowe zbudowanie pełnej flagi po odłożeniu zestawu","Instantly build a full flag when the kit is placed down","Instantly build a full flag when the kit is placed down","Instantly build a full flag when the kit is placed down","Instantly build a full flag when the kit is placed down","Instantly build a full flag when the kit is placed down","Instantly build a full flag when the kit is placed down","Instantly build a full flag when the kit is placed down","Instantly build a full flag when the kit is placed down",
"lb_ag_admin_attach_random_flag","Automatically attach a random Flag from the list below when instantly built","Zufällige Flagge anbringen, wenn Flagge komplett gebaut wird","Automatically attach a random Flag from the list below when instantly built","Automatically attach a random Flag from the list below when instantly built","Automatically attach a random Flag from the list below when instantly built","Automatycznie dołącz losową flagę z poniższej listy po natychmiastowym utworzeniu","Automatically attach a random Flag from the list below when instantly built","Automatically attach a random Flag from the list below when instantly built","Automatically attach a random Flag from the list below when instantly built","Automatically attach a random Flag from the list below when instantly built","Automatically attach a random Flag from the list below when instantly built","Automatically attach a random Flag from the list below when instantly built","Automatically attach a random Flag from the list below when instantly built","Automatically attach a random Flag from the list below when instantly built",
"lb_ag_admin_auto_raise_flag","Automatically raise the flag to 100% when instantly built and flag is automatically attached","Flagge automatisch hissen, wenn komplett gebaut und Flagge angebracht wurde","Automatically raise the flag to 100% when instantly built and flag is automatically attached","Automatically raise the flag to 100% when instantly built and flag is automatically attached","Automatically raise the flag to 100% when instantly built and flag is automatically attached","Automatyczne podnoszenie flagi do 100% po jej natychmiastowym zbudowaniu i automatyczne przymocowanie flagi","Automatically raise the flag to 100% when instantly built and flag is automatically attached","Automatically raise the flag to 100% when instantly built and flag is automatically attached","Automatically raise the flag to 100% when instantly built and flag is automatically attached","Automatically raise the flag to 100% when instantly built and flag is automatically attached","Automatically raise the flag to 100% when instantly built and flag is automatically attached","Automatically raise the flag to 100% when instantly built and flag is automatically attached","Automatically raise the flag to 100% when instantly built and flag is automatically attached","Automatically raise the flag to 100% when instantly built and flag is automatically attached",
"lb_ag_admin_add_marker","Add a marker for all group members when a new Flag is placed","Marker für alle Gruppenmitglieder hinzufügen, wenn Flagge platziert wurde","Add a marker for all group members when a new Flag is placed","Add a marker for all group members when a new Flag is placed","Add a marker for all group members when a new Flag is placed","Dodaj znacznik dla wszystkich członków grupy, gdy zostanie umieszczona nowa Flaga","Add a marker for all group members when a new Flag is placed","Add a marker for all group members when a new Flag is placed","Add a marker for all group members when a new Flag is placed","Add a marker for all group members when a new Flag is placed","Add a marker for all group members when a new Flag is placed","Add a marker for all group members when a new Flag is placed","Add a marker for all group members when a new Flag is placed","Add a marker for all group members when a new Flag is placed",
"lb_ag_admin_allow_lower","Allow Enemies to lower the Flagpole","Gegnern erlauben Flaggen zu senken","Allow Enemies to lower the Flagpole","Allow Enemies to lower the Flagpole","Allow Enemies to lower the Flagpole","Pozwól wrogom opuścić maszt Flagi","Allow Enemies to lower the Flagpole","Allow Enemies to lower the Flagpole","Allow Enemies to lower the Flagpole","Allow Enemies to lower the Flagpole","Allow Enemies to lower the Flagpole","Allow Enemies to lower the Flagpole","Allow Enemies to lower the Flagpole","Allow Enemies to lower the Flagpole",
"lb_ag_admin_max_distance_lower","Max Distance to the base of the Flag to lower it: ","Max Distanz zur Basis, um die Flagge zu senken: ","Max Distance to the base of the Flag to lower it: ","Max Distance to the base of the Flag to lower it: ","Max Distance to the base of the Flag to lower it: ","Maksymalna odległość do podstawy flagi, aby ją opuścić: ","Max Distance to the base of the Flag to lower it: ","Max Distance to the base of the Flag to lower it: ","Max Distance to the base of the Flag to lower it: ","Max Distance to the base of the Flag to lower it: ","Max Distance to the base of the Flag to lower it: ","Max Distance to the base of the Flag to lower it: ","Max Distance to the base of the Flag to lower it: ","Max Distance to the base of the Flag to lower it: ",
"lb_ag_admin_allow_dismantle_no_owner","Allow Players to Dismantle items not inside a territory or inside a territory with no owner","Spielern erlauben Items abzubauen, wenn außerhalb von einem Territorium oder es keinen Besitzer hat","Allow Players to Dismantle items not inside a territory or inside a territory with no owner","Allow Players to Dismantle items not inside a territory or inside a territory with no owner","Allow Players to Dismantle items not inside a territory or inside a territory with no owner","Zezwól graczom na rozmontowywanie przedmiotów, które nie znajdują się na terytorium lub znajdują się na terytorium bez właściciela","Allow Players to Dismantle items not inside a territory or inside a territory with no owner","Allow Players to Dismantle items not inside a territory or inside a territory with no owner","Allow Players to Dismantle items not inside a territory or inside a territory with no owner","Allow Players to Dismantle items not inside a territory or inside a territory with no owner","Allow Players to Dismantle items not inside a territory or inside a territory with no owner","Allow Players to Dismantle items not inside a territory or inside a territory with no owner","Allow Players to Dismantle items not inside a territory or inside a territory with no owner","Allow Players to Dismantle items not inside a territory or inside a territory with no owner",
"lb_ag_admin_allow_destroy_no_owner","Allow Players to Destroy items not inside a territory or inside a territory with no owner","Spielern erlauben Items zu zerstören, wenn außerhalb von einem Territorium oder es keinen Besitzer hat","Allow Players to Destroy items not inside a territory or inside a territory with no owner","Allow Players to Destroy items not inside a territory or inside a territory with no owner","Allow Players to Destroy items not inside a territory or inside a territory with no owner","Zezwól graczom na niszczenie przedmiotów, które nie znajdują się na terytorium lub na terytorium bez właściciela","Allow Players to Destroy items not inside a territory or inside a territory with no owner","Allow Players to Destroy items not inside a territory or inside a territory with no owner","Allow Players to Destroy items not inside a territory or inside a territory with no owner","Allow Players to Destroy items not inside a territory or inside a territory with no owner","Allow Players to Destroy items not inside a territory or inside a territory with no owner","Allow Players to Destroy items not inside a territory or inside a territory with no owner","Allow Players to Destroy items not inside a territory or inside a territory with no owner","Allow Players to Destroy items not inside a territory or inside a territory with no owner",
"lb_ag_admin_size_settings","Size Settings","Größen-Einstellungen","Size Settings","Size Settings","Size Settings","Ustawienia Rozmiaru","Size Settings","Size Settings","Size Settings","Size Settings","Size Settings","Size Settings","Size Settings","Size Settings",
"lb_ag_admin_plotpole_radius","Plotpole Radius: ","Flaggen Radius: ","Plotpole Radius: ","Plotpole Radius: ","Plotpole Radius: ","Promień Flagi: ","Plotpole Radius: ","Plotpole Radius: ","Plotpole Radius: ","Plotpole Radius: ","Plotpole Radius: ","Plotpole Radius: ","Plotpole Radius: ","Plotpole Radius: ",
"lb_ag_admin_plotpole_height_up","Plotpole Height up: ","Flaggen-Bereich Höhe: ","Plotpole Height up: ","Plotpole Height up: ","Plotpole Height up: ","Wysokość Flagi w góre: ","Plotpole Height up: ","Plotpole Height up: ","Plotpole Height up: ","Plotpole Height up: ","Plotpole Height up: ","Plotpole Height up: ","Plotpole Height up: ","Plotpole Height up: ",
"lb_ag_admin_plotpole_height_down","Plotpole Height down: ","Flaggen-Bereich Tiefe: ","Plotpole Height down: ","Plotpole Height down: ","Plotpole Height down: ","Wysokość Flagi w dół: ","Plotpole Height down: ","Plotpole Height down: ","Plotpole Height down: ","Plotpole Height down: ","Plotpole Height down: ","Plotpole Height down: ","Plotpole Height down: ","Plotpole Height down: ",
"lb_ag_admin_min_distance_between_enemy_bases","Min Distance between enemy bases: ","Min Distanz zwischen feindlichen Basen: ","Min Distance between enemy bases: ","Min Distance between enemy bases: ","Min Distance between enemy bases: ","Min Odległość Między Bazami Wroga: ","Min Distance between enemy bases: ","Min Distance between enemy bases: ","Min Distance between enemy bases: ","Min Distance between enemy bases: ","Min Distance between enemy bases: ","Min Distance between enemy bases: ","Min Distance between enemy bases: ","Min Distance between enemy bases: ",
"lb_ag_admin_min_distance_between_bases_of_the_same_group","Min Distance between bases of the same group: ","Min Distanz zwischen Basen der gleichen Gruppe: ","Min Distance between bases of the same group: ","Min Distance between bases of the same group: ","Min Distance between bases of the same group: ","Min Odległość między bazami tej samej Grupy: ","Min Distance between bases of the same group: ","Min Distance between bases of the same group: ","Min Distance between bases of the same group: ","Min Distance between bases of the same group: ","Min Distance between bases of the same group: ","Min Distance between bases of the same group: ","Min Distance between bases of the same group: ","Min Distance between bases of the same group: ",
"lb_ag_admin_default_plotpole_count","Default plotpole count per group (Can be increased per level in the level settings): ","Maximale Anzahl von Territorien pro Gruppe (kann pro Level erhöht werden): ","Default plotpole count per group (Can be increased per level in the level settings): ","Default plotpole count per group (Can be increased per level in the level settings): ","Default plotpole count per group (Can be increased per level in the level settings): ","Domyślna liczba pól Flagi na grupę (Można zwiększyć poziom w ustawieniach poziomów): ","Default plotpole count per group (Can be increased per level in the level settings): ","Default plotpole count per group (Can be increased per level in the level settings): ","Default plotpole count per group (Can be increased per level in the level settings): ","Default plotpole count per group (Can be increased per level in the level settings): ","Default plotpole count per group (Can be increased per level in the level settings): ","Default plotpole count per group (Can be increased per level in the level settings): ","Default plotpole count per group (Can be increased per level in the level settings): ","Default plotpole count per group (Can be increased per level in the level settings): ",
"lb_ag_admin_in_pvp_zone","In PvP zone","In PvP Zone","In PvP zone","In PvP zone","In PvP zone","W Strefie PvP","In PvP zone","In PvP zone","In PvP zone","In PvP zone","In PvP zone","In PvP zone","In PvP zone","In PvP zone",
"lb_ag_admin_in_pve_zone","In PvE zone","In PvE Zone","In PvE zone","In PvE zone","In PvE zone","W Strefie PvE","In PvE zone","In PvE zone","In PvE zone","In PvE zone","In PvE zone","In PvE zone","In PvE zone","In PvE zone",
"lb_ag_admin_territory","Territory Settings","Territorien Einstellungen","Territory Settings","Territory Settings","Territory Settings","Ustawienia Terytorium","Territory Settings","Territory Settings","Territory Settings","Territory Settings","Territory Settings","Territory Settings","Territory Settings","Territory Settings",
"lb_page_rules","Rules","Regeln","Rules","Rules","Rules","Regulamin","Rules","Rules","Rules","Rules","Rules","Rules","Rules","Rules",
