"Language","original","german","english","czech","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"lb_adm_itemname","ItemName","Gegenstands-Name","ItemName","ItemName","ItemName","Nazwa Przedmiotu","ItemName","ItemName","ItemName","ItemName","ItemName","ItemName","ItemName","ItemName",
"lb_adm_scale","Scale: ","Skalierung: ","Scale: ","Scale: ","Scale: ","Skala: ","Scale: ","Scale: ","Scale: ","Scale: ","Scale: ","Scale: ","Scale: ","Scale: ",
"lb_adm_rename","Rename...","Umbenennen...","Rename...","Rename...","Rename...","Zmień nazwę...","Rename...","Rename...","Rename...","Rename...","Rename...","Rename...","Rename...","Rename...",
"lb_adm_select_a_player","Select a Player","Wähle einen Spieler","Select a Player","Select a Player","Select a Player","Wybierz Gracza","Select a Player","Select a Player","Select a Player","Select a Player","Select a Player","Select a Player","Select a Player","Select a Player",
"lb_adm_guid","GUID: ","GUID: ","GUID: ","GUID: ","GUID: ","GUID: ","GUID: ","GUID: ","GUID: ","GUID: ","GUID: ","GUID: ","GUID: ","GUID: ",
"lb_adm_apply_all","Apply All","Alle anwenden","Apply All","Apply All","Apply All","Zastosuj Wszystko","Apply All","Apply All","Apply All","Apply All","Apply All","Apply All","Apply All","Apply All",
"lb_adm_hands","Hands: ","Hände: ","Hands: ","Hands: ","Hands: ","Ręce: ","Hands: ","Hands: ","Hands: ","Hands: ","Hands: ","Hands: ","Hands: ","Hands: ",
"lb_adm_sickness","Sickness: ","Krankheiten: ","Sickness: ","Sickness: ","Sickness: ","Choroba: ","Sickness: ","Sickness: ","Sickness: ","Sickness: ","Sickness: ","Sickness: ","Sickness: ","Sickness: ",
"lb_adm_pos","Pos: ","Position: ","Pos: ","Pos: ","Pos: ","Pozycja: ","Pos: ","Pos: ","Pos: ","Pos: ","Pos: ","Pos: ","Pos: ","Pos: ",
"lb_adm_spectate","Spectate","Beobachten","Spectate","Spectate","Spectate","Spectate","Spectate","Spectate","Spectate","Spectate","Spectate","Spectate","Spectate","Spectate",
"lb_adm_kill","Kill","Töten","Kill","Kill","Kill","Zabij","Kill","Kill","Kill","Kill","Kill","Kill","Kill","Kill",
"lb_adm_heal","Heal","Heilen","Heal","Heal","Heal","Wylecz","Heal","Heal","Heal","Heal","Heal","Heal","Heal","Heal",
"lb_adm_tp_to","TP to...","Binge mich zu...","TP to...","TP to...","TP to...","TP do...","TP to...","TP to...","TP to...","TP to...","TP to...","TP to...","TP to...","TP to...",
"lb_adm_bring__here","Bring ... here","Bringe ... her","Bring ... here","Bring ... here","Bring ... here","Przyprowadź ... tutaj","Bring ... here","Bring ... here","Bring ... here","Bring ... here","Bring ... here","Bring ... here","Bring ... here","Bring ... here",
"lb_adm_tp__back","TP ... back","Bringe ... zurück","TP ... back","TP ... back","TP ... back","TP ... powrót","TP ... back","TP ... back","TP ... back","TP ... back","TP ... back","TP ... back","TP ... back","TP ... back",
"lb_adm_find_on_map","Find on Map","Aus Karte zeigen","Find on Map","Find on Map","Find on Map","Znajdź na mapie","Find on Map","Find on Map","Find on Map","Find on Map","Find on Map","Find on Map","Find on Map","Find on Map",
"lb_adm_strip","Strip","Ausziehen","Strip","Strip","Strip","Strip","Strip","Strip","Strip","Strip","Strip","Strip","Strip","Strip",
"lb_adm_clear_inventory","Clear Inventory","Inventar löschen","Clear Inventory","Clear Inventory","Clear Inventory","Wyczyść Ekwipunek","Clear Inventory","Clear Inventory","Clear Inventory","Clear Inventory","Clear Inventory","Clear Inventory","Clear Inventory","Clear Inventory",
"lb_adm_restrain","Restrain","Fesseln","Restrain","Restrain","Restrain","Unieruchom","Restrain","Restrain","Restrain","Restrain","Restrain","Restrain","Restrain","Restrain",
"lb_adm_freeze_player","Freeze Player","Spielen Einfrieren","Freeze Player","Freeze Player","Freeze Player","Zamroź Gracza","Freeze Player","Freeze Player","Freeze Player","Freeze Player","Freeze Player","Freeze Player","Freeze Player","Freeze Player",
"lb_adm_set_invisible","Set Invisible","Setze Unsichtbar","Set Invisible","Set Invisible","Set Invisible","Włącz Niewidzialność","Set Invisible","Set Invisible","Set Invisible","Set Invisible","Set Invisible","Set Invisible","Set Invisible","Set Invisible",
"lb_adm_enable_godmode","Enable Godmode","Godmode aktivieren","Enable Godmode","Enable Godmode","Enable Godmode","Włącz Tryb Boga","Enable Godmode","Enable Godmode","Enable Godmode","Enable Godmode","Enable Godmode","Enable Godmode","Enable Godmode","Enable Godmode",
"lb_adm_enable_vehicle_godmode","Enable Vehicle Godmode","Fahrzeug-Godmode aktivieren","Enable Vehicle Godmode","Enable Vehicle Godmode","Enable Vehicle Godmode","Włącz Tryb Boga Pojazdu","Enable Vehicle Godmode","Enable Vehicle Godmode","Enable Vehicle Godmode","Enable Vehicle Godmode","Enable Vehicle Godmode","Enable Vehicle Godmode","Enable Vehicle Godmode","Enable Vehicle Godmode",
"lb_adm_enable_unlimited_ammo","Enable Unlimited Ammo","Unendlich Munition aktivieren","Enable Unlimited Ammo","Enable Unlimited Ammo","Enable Unlimited Ammo","Włącz Nieograniczoną Amunicję","Enable Unlimited Ammo","Enable Unlimited Ammo","Enable Unlimited Ammo","Enable Unlimited Ammo","Enable Unlimited Ammo","Enable Unlimited Ammo","Enable Unlimited Ammo","Enable Unlimited Ammo",
"lb_adm_enable_pristine_hands","Enable Pristine Hands","Makellose Hände aktivieren","Enable Pristine Hands","Enable Pristine Hands","Enable Pristine Hands","Włącz stan „Pristine” dla rąk","Enable Pristine Hands","Enable Pristine Hands","Enable Pristine Hands","Enable Pristine Hands","Enable Pristine Hands","Enable Pristine Hands","Enable Pristine Hands","Enable Pristine Hands",
"lb_adm_enable_unlimited_stamina","Enable Unlimited Stamina","Unendliche Ausdauer aktivieren","Enable Unlimited Stamina","Enable Unlimited Stamina","Enable Unlimited Stamina","Włącz Nieograniczoną Wytrzymałość","Enable Unlimited Stamina","Enable Unlimited Stamina","Enable Unlimited Stamina","Enable Unlimited Stamina","Enable Unlimited Stamina","Enable Unlimited Stamina","Enable Unlimited Stamina","Enable Unlimited Stamina",
"lb_adm_enable_action_speedhack","Enable Action Speedhack","Aktions-Speedhack aktivieren","Enable Action Speedhack","Enable Action Speedhack","Enable Action Speedhack","Włącz Akcję SpeedHack","Enable Action Speedhack","Enable Action Speedhack","Enable Action Speedhack","Enable Action Speedhack","Enable Action Speedhack","Enable Action Speedhack","Enable Action Speedhack","Enable Action Speedhack",
"lb_adm_enable_ignored_by_ai","Enable Ignored by AI","KI ignoriert den Spieler","Enable Ignored by AI","Enable Ignored by AI","Enable Ignored by AI","Włącz Ignorowanie przez AI","Enable Ignored by AI","Enable Ignored by AI","Enable Ignored by AI","Enable Ignored by AI","Enable Ignored by AI","Enable Ignored by AI","Enable Ignored by AI","Enable Ignored by AI",
"lb_adm_disable_sound","Disable Sound","Spieler-Sound deaktivieren","Disable Sound","Disable Sound","Disable Sound","Wyłącz dźwięk","Disable Sound","Disable Sound","Disable Sound","Disable Sound","Disable Sound","Disable Sound","Disable Sound","Disable Sound",
"lb_adm_no_jam","No Jam","Keine Ladehemmung","No Jam","No Jam","No Jam","Brak zacięć","No Jam","No Jam","No Jam","No Jam","No Jam","No Jam","No Jam","No Jam",
"lb_adm_bloody_hands","Bloody Hands","Blutige Hände","Bloody Hands","Bloody Hands","Bloody Hands","Krwawe Ręce","Bloody Hands","Bloody Hands","Bloody Hands","Bloody Hands","Bloody Hands","Bloody Hands","Bloody Hands","Bloody Hands",
"lb_adm_vomit","Vomit","Kotzen","Vomit","Vomit","Vomit","Wymiotować","Vomit","Vomit","Vomit","Vomit","Vomit","Vomit","Vomit","Vomit",
"lb_adm_set_scale","Set Scale","Größe ändern","Set Scale","Set Scale","Set Scale","Ustaw Skalę","Set Scale","Set Scale","Set Scale","Set Scale","Set Scale","Set Scale","Set Scale","Set Scale",
"lb_adm_kick","Kick","rauswerfen","Kick","Kick","Kick","Wykop","Kick","Kick","Kick","Kick","Kick","Kick","Kick","Kick",
"lb_adm_ban","Ban","bannen","Ban","Ban","Ban","Ban","Ban","Ban","Ban","Ban","Ban","Ban","Ban","Ban",
"lb_adm_send_message","Send Message","Nachricht senden","Send Message","Send Message","Send Message","Wyślij Wiadomość","Send Message","Send Message","Send Message","Send Message","Send Message","Send Message","Send Message","Send Message",
"lb_adm_all","All","alle","All","All","All","Wszystko","All","All","All","All","All","All","All","All",
"lb_adm_sort","Sort: ","Sortieren: ","Sort: ","Sort: ","Sort: ","Sortować: ","Sort: ","Sort: ","Sort: ","Sort: ","Sort: ","Sort: ","Sort: ","Sort: ",
"lb_adm_players","Players","Spieler","Players","Players","Players","Gracze","Players","Players","Players","Players","Players","Players","Players","Players",
"lb_adm_vehicles","Vehicles","Fahrzeuge","Vehicles","Vehicles","Vehicles","Pojazdy","Vehicles","Vehicles","Vehicles","Vehicles","Vehicles","Vehicles","Vehicles","Vehicles",
"lb_adm_items","Items","Gegenstände","Items","Items","Items","Rzeczy","Items","Items","Items","Items","Items","Items","Items","Items",
"lb_adm_presets","Presets","Voreinstellungen","Presets","Presets","Presets","Zestawy","Presets","Presets","Presets","Presets","Presets","Presets","Presets","Presets",
"lb_adm_add_item","Add Item","Gegenstand hinzufügen","Add Item","Add Item","Add Item","Dodaj Przedmiot","Add Item","Add Item","Add Item","Add Item","Add Item","Add Item","Add Item","Add Item",
"lb_adm_remove_item","Remove Item","Gegenstand löschen","Remove Item","Remove Item","Remove Item","Usuń Przedmiot","Remove Item","Remove Item","Remove Item","Remove Item","Remove Item","Remove Item","Remove Item","Remove Item",
"lb_adm_100","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%",
"lb_adm_rename_preset","Rename Preset","Voreinstellung umbenennen","Rename Preset","Rename Preset","Rename Preset","Zmień nazwę Zestawu","Rename Preset","Rename Preset","Rename Preset","Rename Preset","Rename Preset","Rename Preset","Rename Preset","Rename Preset",
"lb_adm_add_preset","Add Preset","Neue Voreinstellung","Add Preset","Add Preset","Add Preset","Dodaj Zestaw","Add Preset","Add Preset","Add Preset","Add Preset","Add Preset","Add Preset","Add Preset","Add Preset",
"lb_adm_delete_all_items","Delete All Items","Alle Gegenstände löschen","Delete All Items","Delete All Items","Delete All Items","Usuń wszystkie Przedmioty","Delete All Items","Delete All Items","Delete All Items","Delete All Items","Delete All Items","Delete All Items","Delete All Items","Delete All Items",
"lb_adm_player_count","Player Count: ","Spielerzahl: ","Player Count: ","Player Count: ","Player Count: ","Liczba Graczy: ","Player Count: ","Player Count: ","Player Count: ","Player Count: ","Player Count: ","Player Count: ","Player Count: ","Player Count: ",
"lb_adm_animal_count","Animal Count: ","Tieranzahl: ","Animal Count: ","Animal Count: ","Animal Count: ","Liczba Zwierząt: ","Animal Count: ","Animal Count: ","Animal Count: ","Animal Count: ","Animal Count: ","Animal Count: ","Animal Count: ","Animal Count: ",
"lb_adm_zombie_count","Zombie Count: ","Zombieanzahl: ","Zombie Count: ","Zombie Count: ","Zombie Count: ","Liczba Zombie: ","Zombie Count: ","Zombie Count: ","Zombie Count: ","Zombie Count: ","Zombie Count: ","Zombie Count: ","Zombie Count: ","Zombie Count: ",
"lb_adm_vehicle_count","Vehicle Count: ","Fahrzeuganzahl: ","Vehicle Count: ","Vehicle Count: ","Vehicle Count: ","Liczba Pojazdów: ","Vehicle Count: ","Vehicle Count: ","Vehicle Count: ","Vehicle Count: ","Vehicle Count: ","Vehicle Count: ","Vehicle Count: ","Vehicle Count: ",
"lb_adm_item_count","Item Count: ","Gegenstände: ","Item Count: ","Item Count: ","Item Count: ","Liczba Items: ","Item Count: ","Item Count: ","Item Count: ","Item Count: ","Item Count: ","Item Count: ","Item Count: ","Item Count: ",
"lb_adm_server_fps","Server FPS: ","Server FPS: ","Server FPS: ","Server FPS: ","Server FPS: ","Serwer FPS: ","Server FPS: ","Server FPS: ","Server FPS: ","Server FPS: ","Server FPS: ","Server FPS: ","Server FPS: ","Server FPS: ",
"lb_adm_uptime","Uptime: ","Betriebszeit: ","Uptime: ","Uptime: ","Uptime: ","Uptime: ","Uptime: ","Uptime: ","Uptime: ","Uptime: ","Uptime: ","Uptime: ","Uptime: ","Uptime: ",
"lb_adm_restart_server","Restart Server...","Server neustarten...","Restart Server...","Restart Server...","Restart Server...","Restart Serwera...","Restart Server...","Restart Server...","Restart Server...","Restart Server...","Restart Server...","Restart Server...","Restart Server...","Restart Server...",
"lb_adm_lock_server","Lock Server...","Server sperren...","Lock Server...","Lock Server...","Lock Server...","Zamknij Serwer...","Lock Server...","Lock Server...","Lock Server...","Lock Server...","Lock Server...","Lock Server...","Lock Server...","Lock Server...",
"lb_adm_invisible_show_player_locally","Show player model locally when invisible (you are still invisible for other players)","Zeige Spieler Modell lokal an bei Unsichtbarkeit (du bist trotzdem für andere Unsichtbar)","Show player model locally when invisible (you are still invisible for other players)","Show player model locally when invisible (you are still invisible for other players)","Show player model locally when invisible (you are still invisible for other players)","Pokaż model gracza lokalnie, gdy jesteś niewidzialny (dla innych graczy nadal jesteś niewidzialny)","Show player model locally when invisible (you are still invisible for other players)","Show player model locally when invisible (you are still invisible for other players)","Show player model locally when invisible (you are still invisible for other players)","Show player model locally when invisible (you are still invisible for other players)","Show player model locally when invisible (you are still invisible for other players)","Show player model locally when invisible (you are still invisible for other players)","Show player model locally when invisible (you are still invisible for other players)","Show player model locally when invisible (you are still invisible for other players)",
"lb_adm_esp_filter","ESP Filter: ","ESP Filter: ","ESP Filter: ","ESP Filter: ","ESP Filter: ","Filtr ESP: ","ESP Filter: ","ESP Filter: ","ESP Filter: ","ESP Filter: ","ESP Filter: ","ESP Filter: ","ESP Filter: ","ESP Filter: ",
"lb_adm_shown_items","Shown Items: ","Angezeigte Items: ","Shown Items: ","Shown Items: ","Shown Items: ","Pokaż Przedmiot: ","Shown Items: ","Shown Items: ","Shown Items: ","Shown Items: ","Shown Items: ","Shown Items: ","Shown Items: ","Shown Items: ",
"lb_adm_change_color","Change Color...","Farbe Ändern...","Change Color...","Change Color...","Change Color...","Zmień Kolor...","Change Color...","Change Color...","Change Color...","Change Color...","Change Color...","Change Color...","Change Color...","Change Color...",
"lb_adm_item_spawner_categories","Item Spawner Categories: ","Gegenstands-Spawner Kategorien: ","Item Spawner Categories: ","Item Spawner Categories: ","Item Spawner Categories: ","Kategorie Spawnerów Przedmiotów: ","Item Spawner Categories: ","Item Spawner Categories: ","Item Spawner Categories: ","Item Spawner Categories: ","Item Spawner Categories: ","Item Spawner Categories: ","Item Spawner Categories: ","Item Spawner Categories: ",
"lb_adm_notify_watchlist_joined"," Notify me when player on watchlist joins","Benachrichtige mich, wenn ein Spieler auf der Beobachtungsliste beitritt"," Notify me when player on watchlist joins"," Notify me when player on watchlist joins"," Notify me when player on watchlist joins","Powiadom mnie, gdy gracz z listy obserwowanych dołączy"," Notify me when player on watchlist joins"," Notify me when player on watchlist joins"," Notify me when player on watchlist joins"," Notify me when player on watchlist joins"," Notify me when player on watchlist joins"," Notify me when player on watchlist joins"," Notify me when player on watchlist joins"," Notify me when player on watchlist joins",
